url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,158,32
/OpenMalaria-Org/openmalaria/wiki,52,30
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,15,7
/OpenMalaria-Org/openmalaria/wiki/UserGuide,14,11
/OpenMalaria-Org/openmalaria/wiki/References,10,5
/OpenMalaria-Org/openmalaria/wiki/DrugResistanceGenotypes,8,4
/OpenMalaria-Org/openmalaria/pull/448,8,3
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,7,5
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,6,3
/OpenMalaria-Org/openmalaria/tree/main/model,5,4
