time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-28 00:00:00+00:00,1.0,1.0,11,3
2024-12-29 00:00:00+00:00,1.0,1.0,3,3
2024-12-30 00:00:00+00:00,,,37,4
2024-12-31 00:00:00+00:00,,,4,2
2025-01-01 00:00:00+00:00,,,2,1
2025-01-02 00:00:00+00:00,,,9,5
2025-01-03 00:00:00+00:00,1.0,1.0,9,3
2025-01-04 00:00:00+00:00,,,7,2
2025-01-05 00:00:00+00:00,,,1,1
2025-01-06 00:00:00+00:00,17.0,1.0,43,10
2025-01-07 00:00:00+00:00,2.0,2.0,46,12
2025-01-08 00:00:00+00:00,,,29,8
2025-01-09 00:00:00+00:00,22.0,3.0,15,8
2025-01-10 00:00:00+00:00,,,21,5
