time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-27 00:00:00+00:00,1,1,10,2
2025-04-28 00:00:00+00:00,1,1,43,14
2025-04-29 00:00:00+00:00,2,2,63,13
2025-04-30 00:00:00+00:00,76,18,76,9
2025-05-01 00:00:00+00:00,25,10,78,8
2025-05-02 00:00:00+00:00,5,3,17,5
2025-05-03 00:00:00+00:00,1,1,20,6
2025-05-04 00:00:00+00:00,2,2,19,7
2025-05-05 00:00:00+00:00,7,2,23,9
2025-05-06 00:00:00+00:00,23,7,22,9
2025-05-07 00:00:00+00:00,15,4,60,8
2025-05-08 00:00:00+00:00,36,13,94,13
2025-05-09 00:00:00+00:00,4,3,66,11
2025-05-10 00:00:00+00:00,4,2,8,4
