url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria/wiki,97,43
/OpenMalaria-Org/openmalaria,69,30
/OpenMalaria-Org/openmalaria/wiki/UserGuide,15,10
/OpenMalaria-Org/openmalaria/wiki/Monitoring,11,6
/OpenMalaria-Org/openmalaria/wiki/References,11,6
/OpenMalaria-Org/openmalaria/pulls,9,4
/OpenMalaria-Org/openmalaria/wiki/ScenarioHealthSystem,8,8
/OpenMalaria-Org/openmalaria/wiki/ModelWithinHost,8,4
/OpenMalaria-Org/openmalaria/blob/main/util/example/example_scenario.xml,8,3
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,7,6
