referrer,views_total,views_unique
Google,118,34
github.com,24,7
Bing,6,4
malariajournal.biomedcentral.com,6,2
ecosia.org,3,1
code.google.com,2,2
idpjournal.biomedcentral.com,1,1
malaria-commodities.shinyapps.io,1,1
wiki.biozentrum.unibas.ch,1,1
