referrer,views_total,views_unique
Google,180,33
com.google.android.gm,48,4
Bing,10,4
ndmconsortium.com,9,1
github.com,8,4
Yahoo,6,1
en.wikipedia.org,1,1
ossbenchmark.com,1,1
in.search.yahoo.com,1,1
code.google.com,1,1
