referrer,views_total,views_unique
Google,97,25
github.com,67,9
DuckDuckGo,6,2
om.scicore.unibas.ch,5,3
Bing,4,4
chatgpt.com,3,2
ndmconsortium.com,2,2
teams.microsoft.com,1,1
github-wiki-see.page,1,1
swisstph.github.io,1,1
