referrer,views_total,views_unique
Google,151,28
Bing,20,6
poe.com,14,1
github.com,13,5
om.scicore.unibas.ch,12,5
ncbi.nlm.nih.gov,4,2
swisstph.github.io,2,2
ndmconsortium.com,2,1
code.google.com,2,1
mts-ncomms.nature.com,2,1
