referrer,views_total,views_unique
Google,129,27
github.com,61,6
statics.teams.cdn.office.net,14,2
om.scicore.unibas.ch,10,5
DuckDuckGo,6,2
Bing,4,4
github-wiki-see.page,2,2
nature.com,2,1
teams.microsoft.com,1,1
