time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-19 00:00:00+00:00,8.0,3.0,59,14
2025-05-20 00:00:00+00:00,25.0,6.0,75,14
2025-05-21 00:00:00+00:00,22.0,9.0,45,11
2025-05-22 00:00:00+00:00,6.0,3.0,93,18
2025-05-23 00:00:00+00:00,2.0,2.0,87,13
2025-05-24 00:00:00+00:00,6.0,5.0,38,9
2025-05-25 00:00:00+00:00,3.0,2.0,24,10
2025-05-26 00:00:00+00:00,5.0,4.0,100,19
2025-05-27 00:00:00+00:00,5.0,4.0,77,18
2025-05-28 00:00:00+00:00,2.0,2.0,60,12
2025-05-29 00:00:00+00:00,2.0,2.0,90,12
2025-05-30 00:00:00+00:00,1.0,1.0,28,5
2025-05-31 00:00:00+00:00,,,25,11
2025-06-01 00:00:00+00:00,3.0,3.0,40,7
