referrer,views_total,views_unique
Google,98,25
swisstph.github.io,22,5
chatgpt.com,16,3
github.com,10,2
zenodo.org,3,1
Bing,2,2
zbmath.org,1,1
pawsey.atlassian.net,1,1
ndmconsortium.com,1,1
nature.com,1,1
