referrer,views_total,views_unique
Google,64,18
github.com,40,7
Bing,5,3
statics.teams.cdn.office.net,5,1
chatgpt.com,4,3
cn.bing.com,3,1
swisstph.github.io,2,2
ndmconsortium.com,2,2
github-wiki-see.page,2,1
code.google.com,1,1
