url_path,views_total,views_unique
/SwissTPH/openmalaria,12,7
/SwissTPH/openmalaria/blob/main/test/densities.csv,4,3
/SwissTPH/openmalaria/blob/main/README.md,2,2
/SwissTPH/openmalaria/blob/main/model/interventions/IRS.h,1,1
/SwissTPH/openmalaria/blob/main/unittest/densities.csv,1,1
/SwissTPH/openmalaria/blob/main/util/example/example_scenario.xml,1,1
/SwissTPH/openmalaria/pull/434,1,1
/SwissTPH/openmalaria/pull/434/files,1,1
/SwissTPH/openmalaria/pulls,1,1
/SwissTPH/openmalaria/tree/main/docker,1,1
