time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-27 00:00:00+00:00,1,1,30,13
2026-04-28 00:00:00+00:00,36,12,24,11
2026-04-29 00:00:00+00:00,2,2,22,4
2026-04-30 00:00:00+00:00,16,4,30,15
2026-05-01 00:00:00+00:00,12,12,21,6
2026-05-02 00:00:00+00:00,3,3,23,5
2026-05-03 00:00:00+00:00,1,1,14,5
2026-05-04 00:00:00+00:00,11,9,25,8
2026-05-05 00:00:00+00:00,10,5,58,11
2026-05-06 00:00:00+00:00,7,2,11,7
2026-05-07 00:00:00+00:00,6,5,16,7
2026-05-08 00:00:00+00:00,14,14,20,7
2026-05-09 00:00:00+00:00,0,0,14,5
2026-05-10 00:00:00+00:00,17,15,23,9
