referrer,views_total,views_unique
Google,94,20
github.com,45,3
poe.com,14,1
Bing,11,4
nature.com,3,3
github-com.translate.goog,2,1
swisstph.github.io,1,1
vaccineimpact.org,1,1
docs.google.com,1,1
ood.scicore.unibas.ch,1,1
