url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,204,51
/OpenMalaria-Org/openmalaria/wiki,93,49
/OpenMalaria-Org/openmalaria/wiki/UserGuide,46,24
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,28,11
/OpenMalaria-Org/openmalaria/wiki/Monitoring,20,9
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,16,12
/OpenMalaria-Org/openmalaria/wiki/MonitoringOutput,13,6
/OpenMalaria-Org/openmalaria/wiki/DrugResistanceGenotypes,9,1
/OpenMalaria-Org/openmalaria/releases,8,7
/OpenMalaria-Org/openmalaria/wiki/ScenarioDesign,7,4
