time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-09 00:00:00+00:00,12,7,49,21
2026-06-10 00:00:00+00:00,845,4,59,18
2026-06-11 00:00:00+00:00,15,9,34,13
2026-06-12 00:00:00+00:00,35,22,22,13
2026-06-13 00:00:00+00:00,11,10,18,11
2026-06-14 00:00:00+00:00,5,5,18,9
2026-06-15 00:00:00+00:00,5,5,31,14
2026-06-16 00:00:00+00:00,1,1,15,8
2026-06-17 00:00:00+00:00,14,7,16,10
2026-06-18 00:00:00+00:00,8,5,46,14
2026-06-19 00:00:00+00:00,19,7,24,10
2026-06-20 00:00:00+00:00,20,9,15,4
2026-06-21 00:00:00+00:00,9,5,8,6
2026-06-22 00:00:00+00:00,30,9,57,12
