url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria/wiki,93,41
/OpenMalaria-Org/openmalaria,60,29
/OpenMalaria-Org/openmalaria/wiki/UserGuide,17,12
/OpenMalaria-Org/openmalaria/blob/main/util/example/example_scenario.xml,12,3
/OpenMalaria-Org/openmalaria/wiki/ScenarioHealthSystem,10,10
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,9,7
/OpenMalaria-Org/openmalaria/wiki/DeveloperGuide,8,8
/OpenMalaria-Org/openmalaria/wiki/Monitoring,8,5
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,7,5
/OpenMalaria-Org/openmalaria/wiki/SchemaUpdateGuide,7,4
