time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-02 00:00:00+00:00,1,1,3.0,3.0
2024-06-03 00:00:00+00:00,1,1,96.0,12.0
2024-06-04 00:00:00+00:00,5,4,48.0,17.0
2024-06-05 00:00:00+00:00,1,1,64.0,13.0
2024-06-06 00:00:00+00:00,1,1,43.0,13.0
2024-06-07 00:00:00+00:00,1,1,36.0,10.0
2024-06-08 00:00:00+00:00,1,1,10.0,4.0
2024-06-09 00:00:00+00:00,1,1,,
2024-06-10 00:00:00+00:00,9,4,73.0,14.0
2024-06-11 00:00:00+00:00,7,3,70.0,12.0
2024-06-12 00:00:00+00:00,3,3,56.0,14.0
2024-06-13 00:00:00+00:00,3,2,233.0,14.0
2024-06-14 00:00:00+00:00,1,1,57.0,12.0
2024-06-15 00:00:00+00:00,1,1,10.0,5.0
