url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,226,54
/OpenMalaria-Org/openmalaria/wiki,54,33
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,26,13
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,17,8
/OpenMalaria-Org/openmalaria/wiki/Monitoring,16,9
/OpenMalaria-Org/openmalaria/wiki/References,13,2
/OpenMalaria-Org/openmalaria/wiki/UserGuide,10,8
/OpenMalaria-Org/openmalaria/wiki/ModelMosqPopDynamics,9,4
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,8,7
/OpenMalaria-Org/openmalaria/pulls,6,4
