url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,73,39
/OpenMalaria-Org/openmalaria/wiki,70,42
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,22,10
/OpenMalaria-Org/openmalaria/wiki/UserGuide,17,11
/OpenMalaria-Org/openmalaria/wiki/Monitoring,13,8
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,12,8
/OpenMalaria-Org/openmalaria/wiki/References,10,6
/OpenMalaria-Org/openmalaria/pull/456,10,1
/OpenMalaria-Org/openmalaria/wiki/ModelDemography,9,7
/OpenMalaria-Org/openmalaria/wiki/MonitoringOutput,9,5
