referrer,views_total,views_unique
Google,57,15
github.com,36,3
Bing,7,2
paperswithcode.com,7,1
search.brave.com,4,2
code.google.com,2,2
ecosia.org,2,1
rdrr.io,2,1
ammnet.org,2,1
malariajournal.biomedcentral.com,1,1
