referrer,views_total,views_unique
github.com,54,18
Google,51,23
teams.public.onecdn.static.microsoft,12,4
elifesciences.org,9,2
chatgpt.com,4,4
Bing,3,2
auc-word-edit.officeapps.live.com,2,2
openmalaria-org.github.io,2,2
github-wiki-see.page,2,1
claude.ai,1,1
