referrer,views_total,views_unique
Google,134,23
github.com,25,9
om.scicore.unibas.ch,13,4
swisstph.github.io,9,3
statics.teams.cdn.office.net,8,4
chatgpt.com,3,2
tkiwiki.telethonkids.org.au,3,2
search.brave.com,3,1
zbmath.org,3,1
auc-word-edit.officeapps.live.com,2,1
