time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-16 00:00:00+00:00,1,1,2,1
2024-03-17 00:00:00+00:00,1,1,44,4
2024-03-18 00:00:00+00:00,1,1,52,10
2024-03-19 00:00:00+00:00,1,1,34,9
2024-03-20 00:00:00+00:00,2,1,19,7
2024-03-21 00:00:00+00:00,2,2,42,16
2024-03-22 00:00:00+00:00,3,3,17,4
2024-03-23 00:00:00+00:00,3,3,12,6
2024-03-24 00:00:00+00:00,1,1,20,6
2024-03-25 00:00:00+00:00,2,2,51,14
2024-03-26 00:00:00+00:00,2,1,27,8
2024-03-27 00:00:00+00:00,1,1,20,8
2024-03-28 00:00:00+00:00,1,1,3,3
2024-03-29 00:00:00+00:00,1,1,8,3
