referrer,views_total,views_unique
Google,92,19
github.com,24,5
github-wiki-see.page,6,1
swisstph.github.io,4,2
mail.google.com,3,1
code.google.com,2,2
Yahoo,2,1
zenodo.org,2,1
facebook.com,1,1
com-mendeley-prod-publicsharing-pdfstore.s3.eu-west-1.amazonaws.com,1,1
