referrer,views_total,views_unique
Google,116,33
github.com,98,7
chatgpt.com,14,8
om.scicore.unibas.ch,10,6
statics.teams.cdn.office.net,6,5
swisstph.github.io,5,1
ndmconsortium.com,3,3
thelancet.com,3,3
Bing,3,2
hub.docker.com,1,1
