url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,180,65
/OpenMalaria-Org/openmalaria/wiki,72,43
/OpenMalaria-Org/openmalaria/wiki/UserGuide,24,20
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,19,12
/OpenMalaria-Org/openmalaria/wiki/Monitoring,16,6
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,15,7
/OpenMalaria-Org/openmalaria/wiki/ModelWithinHost,11,3
/OpenMalaria-Org/openmalaria/pulls,7,3
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,7,3
/OpenMalaria-Org/openmalaria/wiki/MonitoringOutput,6,3
