referrer,views_total,views_unique
Google,98,31
code.google.com,42,2
github.com,17,3
statics.teams.cdn.office.net,3,3
swisstph.github.io,1,1
ndmconsortium.com,1,1
Bing,1,1
swisstph.ch,1,1
mail.google.com,1,1
