url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,168,40
/OpenMalaria-Org/openmalaria/wiki,63,40
/OpenMalaria-Org/openmalaria/wiki/UserGuide,19,16
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,16,7
/OpenMalaria-Org/openmalaria/wiki/DrugResistanceGenotypes,12,4
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,10,7
/OpenMalaria-Org/openmalaria/wiki/References,9,4
/OpenMalaria-Org/openmalaria/wiki/Monitoring,8,7
/OpenMalaria-Org/openmalaria/wiki/UserGuide/_history,7,7
/OpenMalaria-Org/openmalaria/releases,6,4
