referrer,views_total,views_unique
Google,89,24
github.com,14,8
om.scicore.unibas.ch,4,1
swisstph.github.io,2,2
search.brave.com,2,1
github-wiki-see.page,2,1
statics.teams.cdn.office.net,2,1
numalariamodeling.github.io,1,1
paperswithcode.com,1,1
Bing,1,1
