time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-22 00:00:00+00:00,,,32,12
2024-10-23 00:00:00+00:00,1.0,1.0,48,15
2024-10-24 00:00:00+00:00,,,49,10
2024-10-25 00:00:00+00:00,1.0,1.0,19,8
2024-10-26 00:00:00+00:00,,,8,3
2024-10-27 00:00:00+00:00,,,9,6
2024-10-28 00:00:00+00:00,,,10,5
2024-10-29 00:00:00+00:00,,,52,9
2024-10-30 00:00:00+00:00,1.0,1.0,48,7
2024-10-31 00:00:00+00:00,,,11,4
2024-11-01 00:00:00+00:00,1.0,1.0,12,7
2024-11-02 00:00:00+00:00,,,7,1
2024-11-03 00:00:00+00:00,1.0,1.0,12,4
2024-11-04 00:00:00+00:00,,,51,10
