referrer,views_total,views_unique
Google,154,32
github.com,56,13
DuckDuckGo,11,1
Bing,8,2
om.scicore.unibas.ch,5,3
chatgpt.com,3,2
nature.com,3,1
statics.teams.cdn.office.net,2,2
swisstph.github.io,2,2
qwant.com,1,1
