referrer,views_total,views_unique
Google,102,22
github.com,13,7
om.scicore.unibas.ch,4,1
github-wiki-see.page,1,1
Bing,1,1
paperswithcode.com,1,1
numalariamodeling.github.io,1,1
swisstph.github.io,1,1
