url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria/wiki,53,41
/OpenMalaria-Org/openmalaria,46,30
/OpenMalaria-Org/openmalaria/blob/main/util/example/example_scenario.xml,19,3
/OpenMalaria-Org/openmalaria/blob/develop/model/PkPd/Drug/LSTMDrugConversion.cpp,13,13
/OpenMalaria-Org/openmalaria/wiki/UserGuide,12,9
/OpenMalaria-Org/openmalaria/pulls,12,1
/OpenMalaria-Org/openmalaria/issues,10,1
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,9,8
/OpenMalaria-Org/openmalaria/wiki/ScenarioHealthSystem,8,5
/OpenMalaria-Org/openmalaria/pull/458,8,2
