referrer,views_total,views_unique
Google,80,20
github.com,41,16
thekids.org.au,12,5
om.scicore.unibas.ch,4,1
statics.teams.cdn.office.net,3,2
nature.com,3,1
Bing,2,1
claude.ai,2,1
scanmail.trustwave.com,2,1
edwenger.github.io,1,1
