url_path,views_total,views_unique
/SwissTPH/openmalaria,126,20
/SwissTPH/openmalaria/wiki,18,12
/SwissTPH/openmalaria/tree/main/model,4,3
/SwissTPH/openmalaria/blob/main/util/example/example_scenario.xml,4,1
/SwissTPH/openmalaria/wiki/MonitoringOptions,3,2
/SwissTPH/openmalaria/releases,2,2
/SwissTPH/openmalaria/wiki/ScenarioTransmission,2,2
/SwissTPH/openmalaria/wiki/XmlEntoVector,2,2
/SwissTPH/openmalaria/blob/main/.github/workflows/build-and-deploy.yml,2,1
/SwissTPH/openmalaria/wiki/DrugResistanceGenotypes,2,1
