url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria/wiki,69,40
/OpenMalaria-Org/openmalaria,66,38
/OpenMalaria-Org/openmalaria/wiki/UserGuide,19,10
/OpenMalaria-Org/openmalaria/pulls,16,2
/OpenMalaria-Org/openmalaria/wiki/ModelWithinHost,11,4
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,10,7
/OpenMalaria-Org/openmalaria/wiki/Monitoring,10,6
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,10,4
/OpenMalaria-Org/openmalaria/pull/430,10,1
/OpenMalaria-Org/openmalaria/pull/458,9,4
