url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,207,45
/OpenMalaria-Org/openmalaria/wiki,83,40
/OpenMalaria-Org/openmalaria/wiki/UserGuide,39,19
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,28,11
/OpenMalaria-Org/openmalaria/wiki/Monitoring,19,7
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,17,13
/OpenMalaria-Org/openmalaria/wiki/MonitoringOutput,13,7
/OpenMalaria-Org/openmalaria/releases,7,6
/OpenMalaria-Org/openmalaria/wiki/ModelDecayFunctions,7,5
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,6,5
