referrer,views_total,views_unique
Google,82,20
github.com,67,7
chatgpt.com,3,2
ndmconsortium.com,2,2
Bing,2,2
swisstph.github.io,1,1
github-wiki-see.page,1,1
om.scicore.unibas.ch,1,1
