url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,117,35
/OpenMalaria-Org/openmalaria/wiki,48,37
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,15,10
/OpenMalaria-Org/openmalaria/wiki/UserGuide,12,6
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,8,3
/OpenMalaria-Org/openmalaria/wiki/MonitoringOutput,7,5
/OpenMalaria-Org/openmalaria/wiki/ScenarioDesign,7,5
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,7,4
/OpenMalaria-Org/openmalaria/wiki/Monitoring,7,4
/OpenMalaria-Org/openmalaria/wiki/DrugResistanceGenotypes,6,2
