time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-24 00:00:00+00:00,2,1,42,23
2026-07-25 00:00:00+00:00,1,1,17,15
2026-07-26 00:00:00+00:00,54,5,16,13
2026-07-27 00:00:00+00:00,0,0,16,9
2026-07-28 00:00:00+00:00,33,4,34,10
2026-07-29 00:00:00+00:00,5,4,30,12
2026-07-30 00:00:00+00:00,7,3,22,13
2026-07-31 00:00:00+00:00,1,1,18,10
2026-08-01 00:00:00+00:00,1,1,6,6
2026-08-02 00:00:00+00:00,1,1,25,21
2026-08-03 00:00:00+00:00,9,4,28,21
2026-08-04 00:00:00+00:00,23,6,71,29
2026-08-05 00:00:00+00:00,2,2,26,16
2026-08-06 00:00:00+00:00,11,6,55,13
