referrer,views_total,views_unique
Google,102,34
om.scicore.unibas.ch,44,13
github.com,17,9
com.google.android.gm,14,2
code.google.com,6,1
vaccineimpact.org,4,3
Bing,3,2
mendeley.com,3,1
swisstph.github.io,2,2
malaria-commodities.shinyapps.io,2,2
