time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-07 00:00:00+00:00,1.0,1.0,4,3
2024-01-08 00:00:00+00:00,,,5,4
2024-01-09 00:00:00+00:00,2.0,2.0,22,6
2024-01-10 00:00:00+00:00,13.0,2.0,23,9
2024-01-11 00:00:00+00:00,4.0,3.0,23,9
2024-01-12 00:00:00+00:00,33.0,6.0,6,3
2024-01-13 00:00:00+00:00,,,1,1
2024-01-14 00:00:00+00:00,1.0,1.0,2,2
2024-01-15 00:00:00+00:00,1.0,1.0,18,6
2024-01-16 00:00:00+00:00,1.0,1.0,18,7
2024-01-17 00:00:00+00:00,41.0,11.0,37,6
2024-01-18 00:00:00+00:00,2.0,2.0,12,4
2024-01-19 00:00:00+00:00,7.0,3.0,13,4
2024-01-20 00:00:00+00:00,5.0,4.0,5,2
