time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-15 00:00:00+00:00,1,1,26,19
2026-07-16 00:00:00+00:00,1,1,16,12
2026-07-17 00:00:00+00:00,1,1,40,14
2026-07-18 00:00:00+00:00,6,5,10,9
2026-07-19 00:00:00+00:00,2,2,6,6
2026-07-20 00:00:00+00:00,5,2,38,13
2026-07-21 00:00:00+00:00,8,8,43,11
2026-07-22 00:00:00+00:00,3,3,45,10
2026-07-23 00:00:00+00:00,6,5,45,17
2026-07-24 00:00:00+00:00,2,1,42,23
2026-07-25 00:00:00+00:00,1,1,17,15
2026-07-26 00:00:00+00:00,54,5,16,13
2026-07-27 00:00:00+00:00,0,0,16,9
2026-07-28 00:00:00+00:00,33,4,34,10
