referrer,views_total,views_unique
Google,67,22
github.com,26,6
zbmath.org,6,1
DuckDuckGo,4,2
code.google.com,4,1
chatgpt.com,3,3
statics.teams.cdn.office.net,3,2
novartis.aprimo.com,3,1
nature.com,2,2
Bing,1,1
