url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria/wiki,96,44
/OpenMalaria-Org/openmalaria,64,27
/OpenMalaria-Org/openmalaria/wiki/UserGuide,16,11
/OpenMalaria-Org/openmalaria/wiki/ScenarioHealthSystem,12,12
/OpenMalaria-Org/openmalaria/wiki/Monitoring,12,7
/OpenMalaria-Org/openmalaria/wiki/References,11,6
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,9,7
/OpenMalaria-Org/openmalaria/wiki/DeveloperGuide,8,8
/OpenMalaria-Org/openmalaria/wiki/ModelWithinHost,8,4
/OpenMalaria-Org/openmalaria/pulls,7,3
