url_path,views_total,views_unique
/SwissTPH/openmalaria,113,27
/SwissTPH/openmalaria/wiki,40,23
/SwissTPH/openmalaria/wiki/UserGuide,18,9
/SwissTPH/openmalaria/commits/main,11,1
/SwissTPH/openmalaria/blob/79b213876d6711ef5c701c3adae0f063c8407ac8/util/example/example_scenario.xml,6,3
/SwissTPH/openmalaria/tree/main,6,3
/SwissTPH/openmalaria/wiki/Monitoring,6,1
/SwissTPH/openmalaria/blob/main/util/example/example_scenario.xml,5,3
/SwissTPH/openmalaria/releases,5,3
/SwissTPH/openmalaria/wiki/MonitoringOptions,5,1
