referrer,views_total,views_unique
Google,142,37
github.com,56,12
Bing,8,2
zbmath.org,6,1
DuckDuckGo,5,1
code.google.com,4,1
om.scicore.unibas.ch,3,2
nature.com,3,1
swisstph.github.io,2,2
chatgpt.com,2,2
