url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,215,54
/OpenMalaria-Org/openmalaria/wiki,78,35
/OpenMalaria-Org/openmalaria/wiki/UserGuide,20,11
/OpenMalaria-Org/openmalaria/pulls,14,3
/OpenMalaria-Org/openmalaria/wiki/References,12,5
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,12,2
/OpenMalaria-Org/openmalaria/wiki/SchemaUpdateGuide,11,2
/OpenMalaria-Org/openmalaria/wiki/Monitoring,10,6
/OpenMalaria-Org/openmalaria/wiki/XmlEntoVector,10,2
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,9,6
