time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-05 00:00:00+00:00,,,54,7
2025-09-06 00:00:00+00:00,1.0,1.0,13,3
2025-09-07 00:00:00+00:00,,,15,4
2025-09-08 00:00:00+00:00,27.0,8.0,50,13
2025-09-09 00:00:00+00:00,2.0,2.0,64,12
2025-09-10 00:00:00+00:00,18.0,8.0,74,12
2025-09-11 00:00:00+00:00,1.0,1.0,31,15
2025-09-12 00:00:00+00:00,,,11,4
2025-09-13 00:00:00+00:00,7.0,7.0,6,3
2025-09-14 00:00:00+00:00,1.0,1.0,31,8
2025-09-15 00:00:00+00:00,1.0,1.0,54,20
2025-09-16 00:00:00+00:00,22.0,10.0,64,17
2025-09-17 00:00:00+00:00,40.0,19.0,70,11
2025-09-18 00:00:00+00:00,8.0,7.0,35,8
