url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,141,36
/OpenMalaria-Org/openmalaria/wiki,48,29
/OpenMalaria-Org/openmalaria/wiki/UserGuide,10,8
/OpenMalaria-Org/openmalaria/wiki/Monitoring,7,5
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,7,5
/OpenMalaria-Org/openmalaria/pull/448,7,2
/OpenMalaria-Org/openmalaria/wiki/DrugResistanceGenotypes,6,4
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,6,4
/OpenMalaria-Org/openmalaria/wiki/References,5,5
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,5,3
