time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-24 00:00:00+00:00,3.0,3.0,27,11
2025-08-25 00:00:00+00:00,2.0,2.0,55,19
2025-08-26 00:00:00+00:00,40.0,8.0,32,12
2025-08-27 00:00:00+00:00,1.0,1.0,46,16
2025-08-28 00:00:00+00:00,2.0,2.0,38,12
2025-08-29 00:00:00+00:00,,,29,8
2025-08-30 00:00:00+00:00,2.0,2.0,22,6
2025-08-31 00:00:00+00:00,,,14,6
2025-09-01 00:00:00+00:00,136.0,11.0,110,14
2025-09-02 00:00:00+00:00,2.0,2.0,40,11
2025-09-03 00:00:00+00:00,1.0,1.0,152,18
2025-09-04 00:00:00+00:00,1.0,1.0,25,10
2025-09-05 00:00:00+00:00,,,54,7
2025-09-06 00:00:00+00:00,1.0,1.0,13,3
