referrer,views_total,views_unique
Google,69,17
github.com,35,5
cn.bing.com,25,4
DuckDuckGo,7,2
malariajournal.biomedcentral.com,6,1
swisstph.github.io,3,1
vaccineimpact.org,2,1
paperswithcode.com,1,1
chatgpt.com,1,1
