time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-03 00:00:00+00:00,1.0,1.0,9,3
2025-01-04 00:00:00+00:00,,,7,2
2025-01-05 00:00:00+00:00,,,1,1
2025-01-06 00:00:00+00:00,17.0,1.0,43,10
2025-01-07 00:00:00+00:00,2.0,2.0,46,12
2025-01-08 00:00:00+00:00,,,29,8
2025-01-09 00:00:00+00:00,22.0,3.0,15,8
2025-01-10 00:00:00+00:00,,,21,5
2025-01-11 00:00:00+00:00,,,4,3
2025-01-12 00:00:00+00:00,,,1,1
2025-01-13 00:00:00+00:00,1.0,1.0,67,8
2025-01-14 00:00:00+00:00,2.0,2.0,52,12
2025-01-15 00:00:00+00:00,,,21,7
2025-01-16 00:00:00+00:00,19.0,1.0,39,6
