time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-18 00:00:00+00:00,11,8,56,14
2026-08-19 00:00:00+00:00,46,9,41,12
2026-08-20 00:00:00+00:00,13,6,24,12
2026-08-21 00:00:00+00:00,36,12,79,12
2026-08-22 00:00:00+00:00,8,3,11,10
2026-08-23 00:00:00+00:00,6,5,9,7
2026-08-24 00:00:00+00:00,3,3,39,11
2026-08-25 00:00:00+00:00,19,6,57,22
2026-08-26 00:00:00+00:00,72,9,38,9
2026-08-27 00:00:00+00:00,9,3,70,14
2026-08-28 00:00:00+00:00,3,3,77,13
2026-08-29 00:00:00+00:00,2,1,2,2
2026-08-30 00:00:00+00:00,0,0,3,3
2026-08-31 00:00:00+00:00,8,7,126,28
