url_path,views_total,views_unique
/SwissTPH/openmalaria/wiki,64,32
/SwissTPH/openmalaria,55,32
/SwissTPH/openmalaria/tree/main/model,41,7
/SwissTPH/openmalaria/wiki/ModelInterventions,17,6
/SwissTPH/openmalaria/wiki/UserGuide,16,9
/SwissTPH/openmalaria/tree/main/model/Host/WithinHost,14,2
/SwissTPH/openmalaria/wiki/MonitoringOptions,13,7
/SwissTPH/openmalaria/blob/main/test/scenario6.xml,12,1
/SwissTPH/openmalaria/tree/main/model/Host,11,2
/SwissTPH/openmalaria/tree/main/model/Host/WithinHost/Infection,10,1
