referrer,views_total,views_unique
Google,88,17
github.com,72,7
github-wiki-see.page,13,2
Bing,9,4
swisstph.github.io,3,2
chatgpt.com,3,2
ndmconsortium.com,2,2
malariajournal.biomedcentral.com,2,1
ecosia.org,1,1
