time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-02 00:00:00+00:00,1.0,1.0,4,4
2023-11-03 00:00:00+00:00,3.0,2.0,22,5
2023-11-04 00:00:00+00:00,1.0,1.0,3,1
2023-11-06 00:00:00+00:00,4.0,3.0,12,4
2023-11-07 00:00:00+00:00,3.0,2.0,17,6
2023-11-08 00:00:00+00:00,,,31,6
2023-11-09 00:00:00+00:00,2.0,2.0,13,6
2023-11-10 00:00:00+00:00,1.0,1.0,8,5
2023-11-11 00:00:00+00:00,,,2,1
2023-11-12 00:00:00+00:00,1.0,1.0,1,1
2023-11-13 00:00:00+00:00,1.0,1.0,42,7
2023-11-14 00:00:00+00:00,1.0,1.0,22,5
2023-11-15 00:00:00+00:00,1.0,1.0,21,11
