referrer,views_total,views_unique
Google,67,29
github.com,50,10
nature.com,6,3
zbmath.org,4,1
Bing,3,1
ammnet.org,2,2
code.google.com,2,2
swisstph.github.io,1,1
search.brave.com,1,1
facebook.com,1,1
