url_path,views_total,views_unique
/SwissTPH/openmalaria,195,49
/SwissTPH/openmalaria/wiki,60,36
/SwissTPH/openmalaria/wiki/UserGuide,33,17
/SwissTPH/openmalaria/wiki/MonitoringOptions,22,10
/SwissTPH/openmalaria/wiki/ModelWithinHost,19,7
/SwissTPH/openmalaria/wiki/References,13,6
/SwissTPH/openmalaria/wiki/ApplicationtoFieldSites,12,7
/SwissTPH/openmalaria/wiki/Monitoring,11,7
/SwissTPH/openmalaria/wiki/ScenarioDesign,10,6
/SwissTPH/openmalaria/compare/main...b-s-code:openmalaria:bs_new_xsd,9,1
