url_path,views_total,views_unique
/SwissTPH/openmalaria,68,42
/SwissTPH/openmalaria/wiki,55,33
/SwissTPH/openmalaria/tree/main/model,27,8
/SwissTPH/openmalaria/wiki/References,17,5
/SwissTPH/openmalaria/wiki/ScenarioHealthSystem,16,7
/SwissTPH/openmalaria/wiki/MonitoringOptions,14,6
/SwissTPH/openmalaria/wiki/UserGuide,10,8
/SwissTPH/openmalaria/wiki/Monitoring,10,6
/SwissTPH/openmalaria/blob/main/model/Parameters.h,8,3
/SwissTPH/openmalaria/blob/17387f121c912505d62a265675cadb6dd3505faf/test/scenarioNonHumanHosts.xml,8,1
